7.84482E+17,10/7/16 19:54,The Obama administration and @CFPB are working to protect consumers and #StopTheDebtTrap. https://t.co/UMO01OUkdh
7.84454E+17,10/7/16 18:02,Our economy is on a better stronger course. https://t.co/yzB6x7CExJ
7.84427E+17,10/7/16 16:16,The economic progress we've made is undeniable���let's keep it up. https://t.co/gAlfaC1hkI
7.84412E+17,10/7/16 15:14,Check out President Obama's essay in @TheEconomist on the unique challenges the American economy faces. https://t.co/jKJNCrQALL
7.84393E+17,10/7/16 13:59,The economy added 156000 jobs in September���extending the longest streak of total job growth on record.
7.841E+17,10/6/16 18:35,ICYMI: Read about the historic #ParisAgreement and what it means for the fight to #ActOnClimate. https://t.co/eMefgFZk53
7.84081E+17,10/6/16 17:22,RT @WhiteHouse: This is #SXSL: The White House festival of ideas art and action. Take a peek inside: https://t.co/BbvvMEaQTF https://t.co��_
7.84058E+17,10/6/16 15:48,The cost of clean energy technology dropped significantly over the last eight years. Get the chart: https://t.co/fuGQMXeRYb #ActOnClimate
7.83781E+17,10/5/16 21:30,This historic step in the fight to #ActOnClimate came faster than anyone predicted. https://t.co/W2rtcNXkI7
7.8377E+17,10/5/16 20:44,"""Today is a historic day in the fight to protect our planet for future generations."" ���President Obama #ActOnClimate https://t.co/x3dJSCYUcj"
7.83751E+17,10/5/16 19:30,LIVE: President Obama is delivering a statement on the Paris Climate Agreement. https://t.co/mNpQ6QyA91
7.83696E+17,10/5/16 15:50,Read from @NYTopinion about why filling the Supreme Court vacancy is crucial for our democracy: https://t.co/zuSWzxSaqW #DoYourJob
7.83404E+17,10/4/16 20:30,Enough is enough. Say it's time for Senate leaders to get to work: https://t.co/2M789YIcBk #DoYourJob
7.83373E+17,10/4/16 18:28,"""Everybody cares about their kids their grandkids and the kind of world we pass on to them."" ���President Obama https://t.co/cfxpSBNWIU"
7.83349E+17,10/4/16 16:53,Take what matters with you. https://t.co/E0hXWSu1q3 https://t.co/KJJdkE8DML
7.83323E+17,10/4/16 15:08,We've come a long way but the fight for fairness and an economy that works for everyone continues. https://t.co/WWRhZHwYWE
7.83033E+17,10/3/16 19:57,RT @NatGeoChannel: Tonight @POTUS will be joined by @LeoDiCaprio for a conversation on combating climate change: https://t.co/yCN9K74Jnj #S��_
7.8301E+17,10/3/16 18:24,Side-by-side for 24 years. Here's to many more. #HappyAnniversary https://t.co/nh8Xfc7IWU
7.82987E+17,10/3/16 16:55,RT @WhiteHouse: Today @POTUS is bringing something new to the South Lawn. Find out why: https://t.co/JvtZFKpQKZ
7.82966E+17,10/3/16 15:30,Facts matter. Stay informed with the @OFA Truth Team: https://t.co/O8PhOX5jJ3
7.8225E+17,10/1/16 16:06,"RT @OFA: ""Since I took office another ten million private-sector workers have gained paid sick leave."" ���President Obama https://t.co/Ud3vq��_"
7.8223E+17,10/1/16 14:46,In the weekly address President Obama discusses why access to paid leave is so important. https://t.co/q9kDEqYs5u #LeadOnLeave
7.8197E+17,9/30/16 21:32,Parents shouldn't have to choose between a paycheck and taking care of a sick child at home. #LeadOnLeave https://t.co/FF4hTkgOZy
7.81949E+17,9/30/16 20:11,After thirty years in Congress Senator this should not be your proudest accomplishment. https://t.co/FwGAJsBCoo��_ https://t.co/86F1fhUWsp
7.81913E+17,9/30/16 17:47,We need a fully functioning Supreme Court. Speak up if you agree it's time for a hearing and a vote: https://t.co/d6nmum1Ut7 #DoYourJob
7.81886E+17,9/30/16 15:57,There has never been a more qualified nominee Senate leaders. He deserves a fair hearing and a vote. #DoYourJob https://t.co/qtzcY3iwyl
7.81613E+17,9/29/16 21:55,It's the Senate's job to fairly consider Supreme Court nominees. Their refusal to do so is unacceptable: https://t.co/s8FdCa0tq6 #DoYourJob
7.8158E+17,9/29/16 19:41,"""Everybody gets sick."" Check out what President Obama is doing to extend access to paid sick leave: https://t.co/gOAc2HAkQg #LeadOnLeave"
7.81554E+17,9/29/16 17:59,RT @ErnestMoniz: THIS is what a #CleanEnergy revolution looks like. New report out today ��� https://t.co/o13p5fPNDg #ActOnClimate https://t.��_
7.81532E+17,9/29/16 16:33,Never underestimate the strength and resilience of the American economy. https://t.co/OFTN2FlRtq
7.81512E+17,9/29/16 15:12,RT @Slate: President Obama answers Slate�۪s questions about his administration�۪s new rule extending paid sick leave: https://t.co/8AdEx431QN��_
7.81189E+17,9/28/16 17:49,The @OFA Truth Team makes it easy to stay informed. Join today: https://t.co/Q0axQYyJY1
7.81151E+17,9/28/16 15:16,This is no accident���we're making a comeback because together we've fought hard to support American families. https://t.co/LTk7SiTexP
7.80876E+17,9/27/16 21:04,We're better off than we were eight years ago. https://t.co/OwrTM3V78t
7.80855E+17,9/27/16 19:42,Household incomes are up and the poverty rate is down across all demographics. https://t.co/cEIdPJuuvR
7.80814E+17,9/27/16 16:57,As long as Senate leaders keep refusing to do their jobs @OFA supporters will continue speaking out against their��_ https://t.co/DkmDKpMhOw
7.80791E+17,9/27/16 15:28,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: https://t.co/AGrUjJTnST #DoYourJob
7.80512E+17,9/26/16 20:58,Important tough conversations require solid facts. Get them from the @OFA Truth Team: https://t.co/5YH9zVeayn https://t.co/dD1EPgaA9W
7.80482E+17,9/26/16 18:59,These are high praises from the American Bar Association���and yet Senate leaders refuse to even consider Judge Garl��_ https://t.co/ryPFLZDAhY
7.80459E+17,9/26/16 17:27,Senate leaders' unprecedented obstruction of the Supreme Court nomination must end. Your voice matters: https://t.co/yhy8al1FK7 #DoYourJob
7.80436E+17,9/26/16 15:55,The American people are waiting for Senate leaders to do their jobs. https://t.co/LNqAQpxMle
7.79428E+17,9/23/16 21:12,Senate leaders have blocked Judge Garland's hearing for over six months now. Keep pushing: https://t.co/peV6aCYswa #DoYourJob
7.79411E+17,9/23/16 20:05,Senate leaders need to work for the good of the American people not seek out political points. https://t.co/Tdx3xk6gYi
7.79396E+17,9/23/16 19:03,Watch President Obama and @CEAChair Jason Furman discuss the positive gains the American economy has made. https://t.co/J28Crn3WAP
7.79381E+17,9/23/16 18:02,Here are 16 broken records we shouldn't be proud of. https://t.co/x98dGgEloW
7.79364E+17,9/23/16 16:57,Stay informed. Stay engaged. Speak up. Join the @OFA Truth Team: https://t.co/GVTL4HrTXw
7.79349E+17,9/23/16 15:57,"Another record broken: 16 months in a row of undeniable record-breaking heat. https://t.co/qMAH7nFf5I #ActOnClimate"
7.79083E+17,9/22/16 22:18,Happy #FirstDayofFall. https://t.co/ix02MNuOud
7.79068E+17,9/22/16 21:21,We can't sit idly by. Climate change is likely to threaten our national security���we must act now.��_ https://t.co/6QQmpf27W0
7.79033E+17,9/22/16 19:00,Judge Garland is highly qualified for the bench���even some Senate leaders who are now blocking his hearing have agre��_ https://t.co/D5ScOCikVl
7.79011E+17,9/22/16 17:34,Senate leaders' blind obstruction of Judge Garland's nomination sets a dangerous precedent. We can't stand idly by. https://t.co/k76I6DCDRI
7.78987E+17,9/22/16 15:58,Enough of the shameless partisanship Senators. #DoYourJob and fill the Supreme Court vacancy. https://t.co/vIQY0bivo4
7.78685E+17,9/21/16 19:58,Help keep the pressure on Senate leaders to give Judge Garland a fair hearing before their next recess. https://t.co/lkLz4yidaw #DoYourJob
7.78653E+17,9/21/16 17:53,The American Bar Association gave Judge Garland its highest possible rating. He deserves a hearing and a vote.��_ https://t.co/FUVmGKdZgB
7.78633E+17,9/21/16 16:34,"""Their right to inherit a healthy planet is a sacred responsibility."" ���President Obama #ActOnClimate https://t.co/MYumi6xiIW"
7.78609E+17,9/21/16 14:57,Communities are already experiencing the effects of climate change���we can't afford not to act. Take a look:��_ https://t.co/sEjVzKqhsw
