id,created_at,text
848346234918252545,2017-04-02 01:27:58,@SteveWeatherman @jontester Yes he is.
848346149127950337,2017-04-02 01:27:38,@SKSAMROBERTS @jontester He is definitely both of those.
848346072019873793,2017-04-02 01:27:19,@Dianamedagshim @jontester Thank you for considering. We can't let republicans take that seat.
848345947633483776,2017-04-02 01:26:50,@BGreene1 @jontester Thank you!
848345836258021376,2017-04-02 01:26:23,@xDorian24x @jontester Thank you so much!
848344893672095745,2017-04-02 01:22:38,@kionnemcghee @janetcruz62 Thank you!
848344815066640384,2017-04-02 01:22:20,@abej100 You are wrong on this one. I co-wrote the legislation for imports with Sens Sanders and Casey.
848344392637321216,2017-04-02 01:20:39,@OBrienSandi Thank you!
848344299599261698,2017-04-02 01:20:17,"@ahab99 @jontester If he looses, Trump could have a filibuster proof majority in the Senate. So we could filibuster nothing."
848344114592710659,2017-04-02 01:19:33,@xDorian24x @jontester Thank you!
848343953992822784,2017-04-02 01:18:54,@brilljonathan @cruzmissle @SenBillNelson @RepJanetCruz @GCB2006 So great to talk with you all thank you for coming to support Sen Nelson.
848340416508420096,2017-04-02 01:04:51,"RT @NextGenClimate: Trump’s attempts to kill the #CleanPowerPlan are a threat to our health, our jobs, and our future. ACT NOW: https://t.c…"
848338590908264448,2017-04-02 00:57:36,"RT @HRC: .@NCAA don't be fooled. This sham of a deal changed #HB2 ""in name but not in substance."" #FinalFour https://t.co/9pkvf57vV2"
848335985716985856,2017-04-02 00:47:14,"RT @HRC: Fake #HB2 repeal ""makes no difference if discriminatory provisions remain essentially the same."" #RepealHB2 https://t.co/V0cszPbrFy"
848335830749982721,2017-04-02 00:46:38,"RT @HRC: FACT: In North Carolina, it's now illegal to pass anti-discrimination protections, thanks to the fake repeal of #HB2. #RepealHB2…"
848335718615322624,2017-04-02 00:46:11,RT @njdotcom: North Jersey police warn of parking ticket scam https://t.co/Qb4elQPRfW https://t.co/fuGe8sQ5u7
848334164793446400,2017-04-02 00:40:00,"RT @notpd4patriot: More than happy to support @jontester and thank you to @CoryBooker ! Montana be sure to register, offer rides and VOTE!…"
848266579494264833,2017-04-01 20:11:27,My friend and colleague @JonTester is up for reelection in Montana — please join me in supporting his campaign:… https://t.co/nNgaYHkAQq
848230044744941569,2017-04-01 17:46:16,"Trump's climate measures arent creating jobs but killing jobs of the future: https://t.co/UFy5ggEeVE Climate Progress, With or Without Trump"
848214613271490561,2017-04-01 16:44:57,"RT @latimes: Russia investigation, climate change and immunity: Here are the major stories under Trump this week https://t.co/QEkiZ9bSRU"
848214254851420160,2017-04-01 16:43:32,Congratulations Ben! That's awesome news. Sending all of your now expanding family love and joy (especially your mu… https://t.co/wq4jROxLdc
848208199312429056,2017-04-01 16:19:28,In Florida helping Senator Bill Nelson. He is the Ranking member of the Commerce Committed upon which I sit. Truly… https://t.co/04uOwbZGbV
848200793413079043,2017-04-01 15:50:02,Denying funding to law enforcement bc they won't enforce policies that harm public safety is having negative effect: https://t.co/Jkg3M8tVc7
848183883438968832,2017-04-01 14:42:50,May your rest restore your strength to continue the good fight. https://t.co/68fgQsAgyK
847876961426952193,2017-03-31 18:23:15,I'm proud to cosponsor this legislation. Thanks for your leadership. https://t.co/qitCuLHaz7
847875687570690048,2017-03-31 18:18:11,"RT @armandodkos: Hillary Clinton was interviewed by the FBI, testified for 11 hours before Congress, and made countless public statements w…"
847875395009617921,2017-03-31 18:17:01,@baker_boy13 you are welcome.
847773315917910016,2017-03-31 11:31:24,"Thanks Paul, you too and a great weekend. https://t.co/H9Fe1mf5pl"
847773011763752962,2017-03-31 11:30:11,@DmJ43 You as well! Thanks for putting forth the dedication to our kids.
847772783270559745,2017-03-31 11:29:17,@satanminaj Yes
847771634043944961,2017-03-31 11:24:43,@ddaydaughter Thank you for your generous feedback.
847771388471635968,2017-03-31 11:23:44,@KevinJVales Thank you so much for your kind and encouraging words. And thanks for following.
847770006892969986,2017-03-31 11:18:15,@kimbrownishere Thank you for your kind words and for doing the same.
847769326090375168,2017-03-31 11:15:32,@EvaOsipyants That is awesome. My best to you both.
847769048217780225,2017-03-31 11:14:26,@DmJ43 Thanks for being such a persistent teacher of wisdom. The best.
847768794328158209,2017-03-31 11:13:26,@DanCheckley I'm grateful. Thanks for the encouraging words.
847767613665140737,2017-03-31 11:08:44,"""We rise by lifting others."" Robert Ingersoll"
847661111352508416,2017-03-31 04:05:32,Yes I do. https://t.co/THudMmKOX0
847660265730592769,2017-03-31 04:02:10,Hope you enjoy https://t.co/Lm78zM9LII
847478349974745088,2017-03-30 15:59:18,I am proud to serve with Congresswoman Waters in Congress and in the Congressional Black Caucus. https://t.co/FAlsga6bRr
847477694388416512,2017-03-30 15:56:42,RT @SenateDems: What you look like after you vote to restrict health care for women &amp; families in rural &amp; undeserved areas. #TitleX https:/…
847477631788343296,2017-03-30 15:56:27,"RT @SenBookerOffice: We should be expanding healthcare for women &amp; families, not restricting it. It is shameful for @GOP &amp; @VP Pence to vot…"
847431826305982466,2017-03-30 12:54:26,"RT @CBSEveningNews: Intel chairman says Russia hired more than 1000 hackers to create fake, anti-Clinton news in key states, won by Trump.…"
847431600639852549,2017-03-30 12:53:32,"Perhaps the biggest thing you do today could be a small act of kindness, generosity, decency or love extended to another."
847293671951159296,2017-03-30 03:45:28,@indyvegfest I am sorry I missed them.
847293436474441728,2017-03-30 03:44:31,@EminemsRevenge https://t.co/dYXnIWJEjt
847291895025762306,2017-03-30 03:38:24,Proud to be with you in this comprehensive effort @SenFranken - I continue to be grateful for your leadership and f… https://t.co/g7BOuKZMm4
847291301632524288,2017-03-30 03:36:02,"RT @SenBookerOffice: Proud to stand with the nearly 100,000 New Jerseyans &amp; 2.5 million people nationwide who rely on @PPact each year #ISt…"
847291238252281857,2017-03-30 03:35:47,"RT @ACLUNJ: This impt bill from @CoryBooker @SenatorMenendez would set minimum procedural standards &amp; humane treatment for immigrants, citi…"
847291204546908162,2017-03-30 03:35:39,RT @SenBookerOffice: Nunes should recuse himself – we need a special counsel to investigate Russian ties to @realdonaldtrump's campaign: ht…
847219001726025728,2017-03-29 22:48:45,"Matthew, this is a serious problem and we as a nation must do more about it. I'm happy to sit with you and discuss. https://t.co/qxcJqGanXT"
847217903355269120,2017-03-29 22:44:23,"RT @ezraklein: Devin Nunes's botched effort to scuttle the Trump/Russia investigation, explained: https://t.co/lbxK5X5GPJ"
846914549127299073,2017-03-29 02:38:58,It was good to walk with you. Hope you made it to the Hart building ok and were successful in your important advoca… https://t.co/7cfKOlGiiB
846692526971146241,2017-03-28 11:56:43,"RT @WestWingReport: The Obama-era ""Clean Power Plan"" that cuts carbon pollution from power plants goes away Tuesday; President to kill it v…"
846571789127954433,2017-03-28 03:56:57,RT @SenFranken: Judge Gorsuch is not a consensus nominee like Merrick Garland and he should not be confirmed to U.S. Supreme Court. https:/…
846571381382938624,2017-03-28 03:55:20,Thank you Alyssa @Alyssa_Milano for all you are doing for this important special congressional election in Georgia. https://t.co/hGSTeJqFON
846514656105709569,2017-03-28 00:09:56,Always remember: You don't have to attend every argument you are invited to.
846508372371361792,2017-03-27 23:44:57,"I agree, every nominee deserves a vote. A filibuster doesn't block an up or down vote, it sets the bar at 60 to ach… https://t.co/Gt7DbSssAd"
846507891033067520,2017-03-27 23:43:03,@Infamous_PhD Thank you for your tweet. Please keep engaging your elected leaders. Especially NJ congress people.
846506251106340864,2017-03-27 23:36:32,RT @RepAdamSchiff: After much consideration I believe Chairman should recuse himself from involvement in investigation/oversight of Trump c…
846503668828590080,2017-03-27 23:26:16,"RT @SenBookerOffice: As a former mayor, I know how disastrous these policies would be for American cities, police officers &amp; public safety."
846503637950124033,2017-03-27 23:26:09,"RT @SenBookerOffice: No doubt our broken immigration system needs fixing, but forcing local police officers to act as ICE agents is NOT a v…"
846503604060143616,2017-03-27 23:26:01,RT @SenBookerOffice: Demanding that cities repay federal funding used to hire officers or fight crime &amp; arguing this will make communities…
846503572045025280,2017-03-27 23:25:53,RT @SenBookerOffice: It harms the ability of officers to build trust and cooperation with the communities they are sworn to protect.
846503549370556416,2017-03-27 23:25:48,RT @SenBookerOffice: It distracts police officers from fighting serious crimes.
846503524926152704,2017-03-27 23:25:42,RT @SenBookerOffice: Forcing local police to detain undocumented immigrants who are suspected nonviolent offenders wastes limited resources
846503304033161216,2017-03-27 23:24:49,RT @SenBookerOffice: .@CoryBooker staff hosting veterans claims clinic w @DeptVetAffairs on WEDNESDAY 11a-3p at @njsoupkitchen to assist w/…
846502695217385472,2017-03-27 23:22:24,RT @nowthisnews: OP-ED: Here's what America has to lose by nominating Neil Gorsuch to the Supreme Court https://t.co/o94BbE5SLh
846502354455347200,2017-03-27 23:21:03,"RT @robbie_couch: I wrote about this on @Upworthy because now even @SenWarren and @CoryBooker are getting involved👏 #BeBoldForChange 

http…"
846502191162691586,2017-03-27 23:20:24,I will have my office reach out and find out what is going on. Thank you for  advocating for NJ commuters. @Ghelmy https://t.co/EHc5hdyWIS
846501514478833664,2017-03-27 23:17:42,"Please don't tell Senators Kaine and Warner I said this but: MOVE TO JERSEY, I will welcome you with open arms. https://t.co/4x9592luMe"
846440392354676737,2017-03-27 19:14:50,@TrevLuv You don't have to wait for a town hall. Just reach out to @ghelmy to discuss. He is my New Jersey State Director.
846440205414486017,2017-03-27 19:14:05,"RT @NJTVNews: .@CoryBooker Blasts @POTUS's Budget, #HealthCare Priorities  @CruzNJTV @PPFA
@PPAct #ACA #PlannedParenthood https://t.co/QKMR…"
846437276737572864,2017-03-27 19:02:27,Honored to do so and so proud of them. https://t.co/Yz0rsfS7rc
846436401231134721,2017-03-27 18:58:58,@BlairImani Thank you!
846435797486239747,2017-03-27 18:56:34,Yes. https://t.co/i7G95fifMU
846434503274958848,2017-03-27 18:51:26,RT @summerbrennan: Don't forget what it was like for regular people before stricter government regulations; and still is abroad where so mu…
846433084354560001,2017-03-27 18:45:47,RT @GeorgeTakei: Early voting starts today in GA 6th! Let the GOP Congress and Trump know how you feel. Vote for Jon Ossoff! #FlipThe6th #V…
846423821531930625,2017-03-27 18:08:59,"RT @lsarsour: The vitriol, venom, hate on the #MuslimWomensDay hashtag tells you why we need to celebrate Muslim women. Keep shining ladies…"
846081185331789825,2017-03-26 19:27:28,Thank you for your leadership and service. Great to meet I you! https://t.co/fUgGattOcg
845839848397246465,2017-03-26 03:28:29,"RT @AriBerman: 52 years ago today 25,000 complete march from Selma to Montgomery led by MLK &amp; @repjohnlewis. 5 months later LBJ signs Votin…"
845825805104099330,2017-03-26 02:32:41,"RT @LGBTProgress: Weekend reading: our report with @lgbtmap on ways the criminal system fails LGBTQ people, esp. LGBTQ people of color http…"
845711797936107522,2017-03-25 18:59:39,Josh ( @RepJoshG ) you are doing great work. Thank you for fighting for our Veterans. https://t.co/Ik0a2O3Z6r
845470201256857600,2017-03-25 02:59:38,Yes https://t.co/5phNCu85Pt
845449020919201792,2017-03-25 01:35:28,"RT @SenBookerOffice: But the way forward is most certainly not #Trumpcare. 
The way forward is to work together to strengthen the ACA."
845448999436009472,2017-03-25 01:35:23,"RT @SenBookerOffice: There is still work to do to ensure that all Americans have access to quality, affordable health care"
845448905475153920,2017-03-25 01:35:01,"RT @SenBookerOffice: Today’s outcome is a testament to countless Americans who made their voices heard, and who took time to write, email,…"
845320699975782401,2017-03-24 17:05:34,"RT @PattyMurray: ""GOP ready to sacrifice maternity care to save Obamacare repeal"" via @Rewire_News https://t.co/skLgLTEQ3j"
845320473760186368,2017-03-24 17:04:40,"RT @ChrisMurphyCT: Remember when Republicans promised to protect people with pre-existing conditions? Apparently, they don't either https:/…"
845037138370531328,2017-03-23 22:18:48,"RT @SenBookerOffice: ""To @SpeakerRyan, @realDonaldTrump &amp; Congress, I want to send this clear message: Medicaid is a life-saving program.""…"
845037022410657792,2017-03-23 22:18:20,"RT @SenBookerOffice: If the @GOP passes #Trumpcare, nearly 500,000 New Jerseyans would lose health insurance by 2020.

That is unacceptable…"
845008291893792768,2017-03-23 20:24:10,@michellesplant You simply rock for recognizing this.
845003316732055552,2017-03-23 20:04:24,🎉 😁Thank you! PATH train is awesome when you are Jersey bound. But you are @Lyft worthy! I will send one to you for… https://t.co/Cm7rXigwgV
844991410864640001,2017-03-23 19:17:06,Thank you Congresswoman. You Rep Jersey so well. https://t.co/OGaicDuWCf
844990119438364672,2017-03-23 19:11:58,@kiki11974 please reach out to @ghelmy in my office to discuss specifics
844989837056888833,2017-03-23 19:10:50,RT @NJLCV: Thank @CoryBooker and @SenatorMenendez for weighing in and rasising concerns about the PennEast pipeline project &gt;&gt; https://t.co…
844989460223840257,2017-03-23 19:09:21,@the1seitz Please reach out to @ghelmy in my office. I very much want to understand your position. The bill is unpopular in both parties.
844987760612200448,2017-03-23 19:02:35,RT @MattMcGorry: **TW** This is the man that was murdered by a white supremacist terrorist today in NYC. Say his name. #TimothyCaughman htt…
844980250958336000,2017-03-23 18:32:45,You are making my day! Thanks for the clarification. And If the ❤️is really mutual... Come have dinner with me in N… https://t.co/tCei0LkH6I
844975672158228481,2017-03-23 18:14:33,Yes it's Thursday Mr. President &amp; if your bill passes at least 24 Million will lose care as the wealthy like u will… https://t.co/djqvwhLfAe
844971581084516353,2017-03-23 17:58:18,"Ouch! 💔@MindyKaling, heard Dr. Lahiri dissed Newark last night 🤔... @VogueMagazine &amp; I disagree ✌🏼:… https://t.co/B9RBF6D1q9"
844967511443623936,2017-03-23 17:42:08,RT @clairecmc: So much for taking care of the forgotten Americans.  https://t.co/E1BXaZaM3O
844967285064388608,2017-03-23 17:41:14,Thanks @clairecmc - This chart illustrates how this is a tax cut for the wealthy and denial of care for so many oth… https://t.co/2417IGQUaW
844964986145398784,2017-03-23 17:32:06,"RT @BridgeProject21: #Trump said everyone would be covered. Under #Trumpcare, 26 million would lose their healthcare. Was anything he promi…"
844964890230099970,2017-03-23 17:31:43,"RT @American_Bridge: .@JeffFlake Since privacy is no biggie, we’d like to buy your browsing history. Just name your price. https://t.co/7R1…"
844964676140175360,2017-03-23 17:30:52,Outrageous that Republicans passed this passed today. We should not be forced to allow our personal information to… https://t.co/IVYRHt4pEY
844963441622355970,2017-03-23 17:25:57,RT @prioritiesUSA: Another broken promise for American workers: Donald Trump is letting Keystone XL be built with foreign steel. https://t.…
844963396445491202,2017-03-23 17:25:47,"RT @brianefallon: New @prioritiesUSA poll by @GSG/@HartSurveys backs up @QuinnipiacPoll:

60% of voters want 'independent commission' on Ru…"
844957119979950080,2017-03-23 17:00:50,RT @SenBookerOffice: .@SenateGOP plans to vote today to allow ISPs to sell off your personal info to the highest bidder. Protect #Broadband…
844957046583775232,2017-03-23 17:00:33,"RT @SenBookerOffice: ""We want her to be comfortable and to live with us for as long as she's alive. Medicaid is the only way for us to do t…"
844956865305948161,2017-03-23 16:59:49,RT @Casey_Clemmons: THIS SPEECH HAPPENED 8 DAYS BEFORE THE ELECTION. WATCH EVERY SECOND OF IT. DON'T MISS A THING. WATCH IT THREE TIMES. ht…
844720450894790657,2017-03-23 01:20:24,"RT @SenBookerOffice: “When folks don’t want to hear, you gotta make them listen” There’s still time to #ProtectOurCare - call Congress: (20…"
844692904425730049,2017-03-22 23:30:56,RT @SenBookerOffice: One million people are on the brink of starvation in #SouthSudan – this crisis demands our urgent action: https://t.co…
844692707813548032,2017-03-22 23:30:09,RT @SenBookerOffice: Care about protecting #NetNeutrality? @SenateGOP is pushing to end #BroadbandPrivacy protections for consumers
844612026102108161,2017-03-22 18:09:33,RT @rethinkenergynj: .@CoryBooker &amp; @SenatorMenendez raise serious concerns about arsenic contamination of drinking water from PennEast htt…
844548615175618561,2017-03-22 13:57:35,"Today, may we be kind. May we never think kindness is weakness or that it undermines toughness. In fact kindness is a sure sign of strength."
844544446397988864,2017-03-22 13:41:01,"For my #LiveTogether Norooz Challenge, I challenge @VanJones68 @brianschatz and @timkaine: https://t.co/lUw9yr7a9x"
844329032439271424,2017-03-21 23:25:02,Love this inspirational poem by Chanie Gorkin who wrote it for a school assignment. IMPORTANT: Be sure to read both… https://t.co/alJrd099wQ
844197291229696001,2017-03-21 14:41:33,"RT @Grtseeker: While nobody's watching, Paul Ryan is taking a sledgehammer to Medicaid's promise to seniors https://t.co/77I5WmIUSE # via @…"
843914577138061312,2017-03-20 19:58:09,Throw as much money as you want at it: Wrong is wrong. Proud to stand with the resistance. https://t.co/LOnDeUP54q
843913179646312448,2017-03-20 19:52:35,RT @toryburch: #EmbraceAmbition: Join the movement by taking the pledge at https://t.co/Rtt3WY6QuX. @ToryBurchFdn https://t.co/z7UdXvewpX
843912222384513025,2017-03-20 19:48:47,"RT @SenatorHeitkamp: For the cost of a cup of coffee a week, the #FAMILYAct would give working families #paidleave flexibility to care for…"
843912080612904962,2017-03-20 19:48:13,RT @SenatorHeitkamp: The #FAMILYAct provides #paidleave flexibility to support working families so they don't have to choose between their…
843911986874408960,2017-03-20 19:47:51,RT @SenGillibrand: Military leadership must take responsibility for a toxic culture that fosters harassment and sexual assault. https://t.c…
843911738030542849,2017-03-20 19:46:52,"RT @neiltyson: Happy March equinox, when day almost equals night. Atmospheric refraction hastens sunrise &amp; delays sunset, adding to daylight"
843903806152851456,2017-03-20 19:15:21,"Stand up for yourself = Strong

Stand up for others = Stronger"
843894595964551173,2017-03-20 18:38:45,RT @SenBookerOffice: .@CoryBooker at @PPact Montclair meeting w/ healthcare professionals &amp; NJ women who stand to lose coverage under @GOP…
843894555833483264,2017-03-20 18:38:35,RT @SenBookerOffice: FBI Director Comey made it clear: FBI &amp; DOJ have found no evidence to support @realDonaldTrump's tweet accusing Obama…
843894177213616130,2017-03-20 18:37:05,RT @SenGillibrand: Our college graduates deserve better than this. https://t.co/FYgCPMqc9b
843893849579835396,2017-03-20 18:35:47,RT @neiltyson: The very best way to support and feed your delusions: Surround yourself with people whose world views match yours exactly.
843893736287428608,2017-03-20 18:35:20,"RT @BarackObama: Chuck Berry rolled over everyone who came before him – and turned up everyone who came after.  We'll miss you, Chuck.  Be…"
843448286899924993,2017-03-19 13:05:16,RT @SenBookerOffice: #Trumpcare would gut Medicaid. Here's why that's not OK. #SaveMedicaid https://t.co/ohLhAmFaRl
843441630300459008,2017-03-19 12:38:49,RT @MartinHeinrich: #TrumpCuts hurts rural America. https://t.co/A7E8imjz8n
843441461559402501,2017-03-19 12:38:09,RT @MartinHeinrich: #TrumpCuts threaten nutrition services for poor women &amp; children who need them most https://t.co/hpc11pp3wY
843206263647408128,2017-03-18 21:03:33,RT @brianschatz: My mom was a volunteer with Meals on Wheels for years. The program deserves every penny it gets. This budget is a moral fa…
843206212745289728,2017-03-18 21:03:21,RT @brianschatz: GOP Budget Director says there's not enough data to justify feeding hungry children. And that's the difference between the…
843206013687803905,2017-03-18 21:02:34,RT @jonfavs: We need to put relentless pressure on these 27 between now and Thursday to save health care for 24 million. Share widely. http…
843205874214608897,2017-03-18 21:02:01,RT @jonlovett: Let's do this people. We can win this seat. https://t.co/kb5Pf7byfu
843203881802780672,2017-03-18 20:54:06,"Before you speak to me of your religion, first show it to me in how you treat other people:       https://t.co/qWITN5zeFJ"
843176141804392448,2017-03-18 19:03:52,@sandiesmith12 Thank you
843175981011484673,2017-03-18 19:03:13,Lift others. https://t.co/CjQ9LHvnpI
843175839030099968,2017-03-18 19:02:40,@chrisf826 Thank you Christopher.
843175027511984128,2017-03-18 18:59:26,"@pstark410 Thank you Paul, I am grateful for the kind and encouraging words."
843128337421619200,2017-03-18 15:53:54,Thank you. Love you too! https://t.co/eWmPOPbjxt
843128073549627392,2017-03-18 15:52:51,@BrianH5262834 Thank you. All the best.
843127635165118465,2017-03-18 15:51:07,@Brad_Nicholas_ Happy Birthday!
843126559330390017,2017-03-18 15:46:50,"RT @cspan: (1/11/17) Tillerson says to @corybooker he wants to insure that the Secretary of State &amp; @statedept ""is fully transparent with t…"
843126412512919556,2017-03-18 15:46:15,And I am sure you are gifted in many ways. Have a great weekend. May we both share and encounter abundant kindness… https://t.co/48OBO7TnOA
843125498842501121,2017-03-18 15:42:38,@hedrickchris @MTDems See you soon!
843124874407170050,2017-03-18 15:40:09,Why not just come and enjoy a meal at one of our great restaurants? #EatUpDontBeatUp https://t.co/nUjJwZvNcO
843111928775897088,2017-03-18 14:48:42,"RT @ChrisMurphyCT: This matters. As our image craters abroad, much harder to get allies to come to our aid when we need them. https://t.co/…"
843097574525493248,2017-03-18 13:51:40,"RT @SenBookerOffice: By law, we keep 34,000 people locked up daily in immigration detention facilities to fill quota. Who benefits? Private…"
842962696798576642,2017-03-18 04:55:43,RT @thehill: New Jersey passes bill forcing presidential candidates to release tax returns https://t.co/aGvjwmVct6 https://t.co/0I0A2ftmVl
842949218155159552,2017-03-18 04:02:09,@KevinZegers Thank you so much for coming out tonight.
842948878718590976,2017-03-18 04:00:48,@brynmooser @mkives Thank you for coming out tonight.
842948392569389056,2017-03-18 03:58:52,RT @protctdemocracy: We're making progress in the fight to protect democracy but there's a lot of work to do. Please follow along.
842882860386148352,2017-03-17 23:38:28,"RT @emilycrockett: Dana Bash: What about 105 counties where PP is only option?
Tom Price: I'd like to see that list
Me: Here you go!

https…"
842880120301862912,2017-03-17 23:27:35,"RT @JuddLegum: Epic rant by @jaketapper on Trump just now. 

""Embarrassment""

""Outlandish claim""

""Wild accusation"" https://t.co/ZNJdbeFJKo"
842879054562844672,2017-03-17 23:23:21,"RT @EJDionne: #Trump Wiretap Watch: Day Thirteen.
He still hasn't offered any evidence.
And it just gets worse and worse:
https://t.co/JOOe…"
842793130344640512,2017-03-17 17:41:55,"Can anyone answer Dave? Favorite lunch spots in Newark. For me: Andros Diner, Burger Walla, Green Chicpea, or Whole… https://t.co/3Yvx9Wpfxt"
842791461359763456,2017-03-17 17:35:17,Such a great spirit and intent. Can anyone from New Jersey offer insight here? https://t.co/L0Q1lkfpDI
842760726217285632,2017-03-17 15:33:09,RT @CoryBooker: Love this: https://t.co/4H97kCp677
842760478107492352,2017-03-17 15:32:10,RT @SenBookerOffice: .@CoryBooker re-introduces legislation to strengthen consumer protections against predatory debt collection: https://t…
842760098925563904,2017-03-17 15:30:39,@bruce_caruso I actually didn't. I did however write import legislation with Sanders and Casey. And thanks for being plant strong.
842759370395992065,2017-03-17 15:27:46,@mattklapper @jeffgiertz
842511747730685952,2017-03-16 23:03:48,"RT @SenSchumer: Instead of building a wall, this administration could join @SenateDems &amp; invest in infrastructure &amp; jobs!  #BuildBridgesNot…"
842489443143491584,2017-03-16 21:35:10,The abject ignorance of this is shameful. It's either a complete lack of understanding of basic biology or reflects… https://t.co/mntsEHX5rq
842488258571321344,2017-03-16 21:30:28,"RT @kylegriffin1: Mulvaney just said Meals on Wheels ""sounds great"" but it's one of those programs ""not showing any results"" —via @MSNBC ht…"
842487844564172800,2017-03-16 21:28:49,RT @TeachForAmerica: Take action to save #AmeriCorps! Tell Congress to reject the elimination of national service in the #budget → https://…
842487773990871040,2017-03-16 21:28:32,Ignorance is profoundly dangerous when combined with power. https://t.co/RBX4rrjYnh
842487129934512128,2017-03-16 21:25:59,Beautifully put. ✊🏾 https://t.co/jKzagjR7P5
842486736609456128,2017-03-16 21:24:25,RT @repjohnlewis: What does it profit a great nation to reward millionaires &amp; billionaires but lose its soul? The President’s budget is mea…
842453206588313600,2017-03-16 19:11:11,And it shifts costs to future generations. Programs ensuring kid's nutrition now make them more productive in their… https://t.co/JgVZCCx73M
842452375671517185,2017-03-16 19:07:53,"RT @SenBookerOffice: Trump promised to invest in American infrastructure, but he proposes devastating cuts to maintaining our roads, railwa…"
842452329655816193,2017-03-16 19:07:42,"RT @SenBookerOffice: It would halt science research, making it harder for America to make advancements in finding the cure for cancer, Park…"
842452303542075393,2017-03-16 19:07:35,"RT @SenBookerOffice: It would undermine the life-saving work done by diplomats representing American interests across the globe, making our…"
842452264824401920,2017-03-16 19:07:26,"RT @SenBookerOffice: By gutting Meals on Wheels, the Council on Homelessness, Habitat for Humanity &amp; more, Trump’s budget jeopardizes healt…"
842452250479935488,2017-03-16 19:07:23,"RT @SenBookerOffice: By gutting institutions that protect workers' rights, Trump's budget makes it harder for Americans to build a better l…"
842452211053420544,2017-03-16 19:07:13,RT @SenBookerOffice: .@realDonaldTrump's proposed budget cuts would set our country back and make hardworking Americans suffer
842211803979370496,2017-03-16 03:11:56,@twinveganspdx My gratitude to you for your voice and encouraging words.
842210469007958016,2017-03-16 03:06:37,@twinveganspdx Thank you!
842128077916364800,2017-03-15 21:39:14,@DHSantoriello My staff and I continue to work on Sandy issues. Please reach out to @ghelmy on my team for any specific help.
842124504495185923,2017-03-15 21:25:02,Nice meeting you too. https://t.co/TtREnVGi4f
842124011370864644,2017-03-15 21:23:04,Nice to meet you too. Thanks for testifying. https://t.co/NrDDEKRqVX
842123840792743936,2017-03-15 21:22:24,"Lol, thanks. I am honored and grateful that I get to represent you and NJ. https://t.co/AWIh9HEJVU"
842123253925740544,2017-03-15 21:20:04,"One planet, one destiny. https://t.co/Kk4BM0U5Kc"
842122987134427137,2017-03-15 21:19:00,"RT @DMiliband: Proud to stand with Syrian refugees, joining @theIRC &amp; meeting Senators @timkaine @SenatorCardin @CoryBooker  @marcorubio an…"
842122923519401986,2017-03-15 21:18:45,RT @JaneneHague: @CoryBooker I agree.  Ghandi said 'The greatness of a nation can judged by the way its animals are treated.'
842121440547725323,2017-03-15 21:12:51,I'm game if Ted is. https://t.co/gLNYwJe2Nw
842121169943814144,2017-03-15 21:11:47,I'm grateful to my team for pushing this. I realize the importance. https://t.co/jd2vVnSdso
842120796483006464,2017-03-15 21:10:18,@sethbannon I don't know if I can do it man.
842120185054138368,2017-03-15 21:07:52,@shaft1002 Hope you will check out the Legislation I introduced with Sens Sanders and Casey to do just that.
842119737559650304,2017-03-15 21:06:05,RT @Defenders: Thanks @CoryBooker for highlighting that HJRes 69 would violate sound conservation management on our Nat’l #WildlifeRefuges.…
842119556596404227,2017-03-15 21:05:22,"I thought it was a ""tie testimonial"" that we should do more to stop the elephant ivory trade. https://t.co/zHWqADRxgH"
842119149685989377,2017-03-15 21:03:45,"Sorry u don't realize wildlife drives tremendous jobs, revenue &amp; priceless benefits to all Americans. Not to mentio… https://t.co/0QmWyutkwX"
842118340466335752,2017-03-15 21:00:32,"RT @indivisible_nj: It's not just wrong, #Trumpcare is amoral and takes us entirely in the wrong direction. #SaveACA thank you @CoryBooker…"
842118115102232576,2017-03-15 20:59:39,"RT @NRDCFedGov: Thank you @CoryBooker for highlighting this inhumane, scientifically indefensible bill https://t.co/pSwkTgn0gH"
842117484413083658,2017-03-15 20:57:08,@NordicPhoenix Thank you for your gracious spirit.
842117196432171011,2017-03-15 20:56:00,RT @SenBookerOffice: The bill that passed the House &amp; may get taken up soon in the Senate is HJ Res. 69 also known as CRA Resolution of the…
842095862012628994,2017-03-15 19:31:13,RT @SenBookerOffice: GOP is pushing for a vote to allow people to kill wolves &amp; pups sleeping in dens &amp; hibernating bears—this is wrong. We…
842095354900283393,2017-03-15 19:29:12,RT @votevets: Trump's #hiringfreeze continues to hurt Veterans. Under his leadership the VA #backlog grows. https://t.co/RYKpJM0rr6
841788382829256705,2017-03-14 23:09:24,RT @SenBookerOffice: .@CoryBooker &amp; @SenJeffMerkley urge @Cargill @Bunge to help stop deforestation in Latin America: https://t.co/ftnl8JKD…
841730419741642753,2017-03-14 19:19:05,"RT @SenBookerOffice: #CBO says Trumpcare will increase # of uninsured by 24 MILLION, gut Medicaid &amp; ""substantially"" increase premiums for m…"
841702478936694784,2017-03-14 17:28:03,"RT @kylegriffin1: Chuck Schumer: ""The only winners in this CBO report are health insurance executives and the wealthiest Americans."" https:…"
841515619568799744,2017-03-14 05:05:32,RT @GlennKesslerWP: This looks a bit awkward now given the internal WH analysis had an even higher number... https://t.co/GRzHRiXh1h
