source,id_str,text,created_at,retweet_count,in_reply_to_user_id_str,favorite_count,is_retweet
Twitter for Android,8.38E+17,Nick Adams new book Green Card Warrior is a must read. The merit-based system is the way to go. Canada Australia! @foxandfriends,Fri Mar 03 12:00:39 +0000 2017,13930,,67235,FALSE
Twitter for Android,8.37E+17,"...is all of the illegal leaks of classified and other information. It is a total ""witch hunt!""",Fri Mar 03 02:38:48 +0000 2017,18220,,94026,FALSE
Twitter for Android,8.37E+17,...to win. The Democrats are overplaying their hand. They lost the election and now they have lost their grip on reality. The real story...,Fri Mar 03 02:35:33 +0000 2017,23391,,110831,FALSE
Twitter for Android,8.37E+17,...intentional. This whole narrative is a way of saving face for Democrats losing an election that everyone thought they were supposed.....,Fri Mar 03 02:27:29 +0000 2017,17606,,91135,FALSE
Twitter for Android,8.37E+17,Jeff Sessions is an honest man. He did not say anything wrong. He could have stated his response more accurately but it was clearly not....,Fri Mar 03 02:22:49 +0000 2017,19938,,103215,FALSE
Twitter for Android,8.37E+17,Since November 8th Election Day the Stock Market has posted $3.2 trillion in GAINS and consumer confidence is at a 15 year high. Jobs!,Thu Mar 02 11:00:41 +0000 2017,37578,,177089,FALSE
Twitter for Android,8.37E+17,THANK YOU!,Wed Mar 01 13:38:44 +0000 2017,27649,,185658,FALSE
Twitter for iPhone,8.37E+17,#JointSession #MAGA????https://t.co/RDO6Jt2pip,Wed Mar 01 01:42:16 +0000 2017,10233,,64238,FALSE
Twitter for iPhone,8.37E+17,Join me live at 9:00 P.M. #JointAddress https://t.co/J882zbyVkJ https://t.co/gTtK3vJmkU,Wed Mar 01 01:30:49 +0000 2017,7440,,55280,FALSE
Twitter for Android,8.36E+17,I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!,Tue Feb 28 02:43:03 +0000 2017,11114,,83567,FALSE
Twitter for iPhone,8.36E+17,GOP now viewed more favorably than Dems in Trump era (per NBC/WSJ poll) via @HotlineJosh:https://t.co/Soebxtg2Zd,Mon Feb 27 21:48:21 +0000 2017,14784,,71185,FALSE
Twitter for iPhone,8.36E+17,Great meeting with CEOs of leading U.S. health insurance companies who provide great healthcare to the American peo… https://t.co/60jigi6ffS,Mon Feb 27 17:06:23 +0000 2017,15509,,90309,FALSE
Twitter for Android,8.36E+17,Big dinner with Governors tonight at White House. Much to be discussed including healthcare.,Sun Feb 26 20:13:52 +0000 2017,15861,,106884,FALSE
Twitter for Android,8.36E+17,Russia talk is FAKE NEWS put out by the Dems and played up by the media in order to mask the big election defeat and the illegal leaks!,Sun Feb 26 18:16:41 +0000 2017,24802,,114201,FALSE
Twitter for Android,8.36E+17,For first time the failing @nytimes will take an ad (a bad one) to help save its failing reputation. Try reporting accurately &amp; fairly!,Sun Feb 26 11:42:39 +0000 2017,21977,,110389,FALSE
Twitter for Android,8.36E+17,"The race for DNC Chairman was of course totally ""rigged."" Bernie's guy like Bernie himself never had a chance. Clinton demanded Perez!",Sun Feb 26 11:33:16 +0000 2017,19247,,87948,FALSE
Twitter for Android,8.36E+17,Congratulations to Thomas Perez who has just been named Chairman of the DNC. I could not be happier for him or for the Republican Party!,Sat Feb 25 22:02:22 +0000 2017,29048,,131795,FALSE
Twitter for Android,8.36E+17,I will not be attending the White House Correspondents' Association Dinner this year. Please wish everyone well and have a great evening!,Sat Feb 25 21:53:21 +0000 2017,24109,,125146,FALSE
Twitter for iPhone,8.36E+17,Weekly Address from @WhiteHouse: https://t.co/uaoQSHBOQB https://t.co/7eF6aC6kEC,Sat Feb 25 18:12:25 +0000 2017,10136,,46198,FALSE
Twitter for Android,8.35E+17,Great optimism for future of U.S. business AND JOBS with the DOW having an 11th straight record close. Big tax &amp; regulation cuts coming!,Sat Feb 25 13:27:04 +0000 2017,19925,,104842,FALSE
Twitter for Android,8.35E+17,The media has not reported that the National Debt in my first month went down by $12 billion vs a $200 billion increase in Obama first mo.,Sat Feb 25 13:19:18 +0000 2017,62197,,202591,FALSE
Twitter for Android,8.35E+17,Maybe the millions of people who voted to MAKE AMERICA GREAT AGAIN should have their own rally. It would be the biggest of them all!,Sat Feb 25 12:25:24 +0000 2017,34846,,159961,FALSE
Twitter for Android,8.35E+17,FAKE NEWS media knowingly doesn't tell the truth. A great danger to our country. The failing @nytimes has become a joke. Likewise @CNN. Sad!,Sat Feb 25 03:09:18 +0000 2017,26521,,109683,FALSE
Twitter for iPhone,8.35E+17,Trump vows to fight 'epidemic' of human trafficking https://t.co/oDLZ2NdrtA,Fri Feb 24 17:04:19 +0000 2017,20406,,91837,FALSE
Twitter for Android,8.35E+17,Going to CPAC!,Fri Feb 24 13:49:27 +0000 2017,8992,,72383,FALSE
Twitter for Android,8.35E+17,find the leakers within the FBI itself. Classified information is being given to media that could have a devastating effect on U.S. FIND NOW,Fri Feb 24 12:36:34 +0000 2017,21798,,101363,FALSE
Twitter for Android,8.35E+17,"The FBI is totally unable to stop the national security ""leakers"" that have permeated our government for a long time. They can't even......",Fri Feb 24 12:31:49 +0000 2017,18400,,81783,FALSE
Twitter for Android,8.35E+17,Big interview tonight by Henry Kravis at The Business Council of Washington. Looking forward to it!,Fri Feb 24 00:06:44 +0000 2017,8330,,58685,FALSE
Twitter for Android,8.35E+17,Seven people shot and killed yesterday in Chicago. What is going on there - totally out of control. Chicago needs help!,Fri Feb 24 00:01:40 +0000 2017,23397,,109277,FALSE
Twitter for iPhone,8.35E+17,'S&amp;P 500 Edges Higher After Trump Renews Jobs Pledge' https://t.co/WtrRJVFmvU,Thu Feb 23 22:53:45 +0000 2017,10638,,56742,FALSE
Twitter for Android,8.34E+17,Very much enjoyed my tour of the Smithsonian's National Museum of African American History and Culture...A great job done by amazing people!,Wed Feb 22 12:50:56 +0000 2017,16346,,117621,FALSE
Twitter for Android,8.34E+17,One thing I will say about Rep. Keith Ellison in his fight to lead the DNC is that he was the one who predicted early that I would win!,Wed Feb 22 12:20:40 +0000 2017,12230,,80026,FALSE
Twitter for Android,8.34E+17,The so-called angry crowds in home districts of some Republicans are actually in numerous cases planned out by liberal activists. Sad!,Tue Feb 21 23:23:13 +0000 2017,26284,,119296,FALSE
Twitter for iPhone,8.34E+17,'Americans overwhelmingly oppose sanctuary cities' https://t.co/s5QvsJWA6u,Tue Feb 21 20:46:42 +0000 2017,23863,,107930,FALSE
Twitter for iPhone,8.34E+17,Congratulations to our new National Security Advisor General H.R. McMaster. Video: https://t.co/BKn9r225Kk https://t.co/VBXcJ1b6Pv,Tue Feb 21 00:38:40 +0000 2017,16134,,94841,FALSE
Twitter for Android,8.34E+17,Just named General H.R. McMaster National Security Advisor.,Mon Feb 20 21:00:37 +0000 2017,15883,,107269,FALSE
Twitter for Android,8.34E+17,HAPPY PRESIDENTS DAY - MAKE AMERICA GREAT AGAIN!,Mon Feb 20 14:33:33 +0000 2017,49279,,244601,FALSE
Twitter for Android,8.34E+17,Give the public a break - The FAKE NEWS media is trying to say that large scale immigration in Sweden is working out just beautifully. NOT!,Mon Feb 20 14:15:42 +0000 2017,35227,,142427,FALSE
Twitter for Android,8.33E+17,My statement as to what's happening in Sweden was in reference to a story that was broadcast on @FoxNews concerning immigrants &amp; Sweden.,Sun Feb 19 21:57:01 +0000 2017,26473,,113289,FALSE
Twitter for Android,8.33E+17,Will be having many meetings this weekend at The Southern White House. Big 5:00 P.M. speech in Melbourne Florida. A lot to talk about!,Sat Feb 18 13:51:20 +0000 2017,15354,,100139,FALSE
Twitter for Android,8.33E+17,Don't believe the main stream (fake news) media.The White House is running VERY WELL. I inherited a MESS and am in the process of fixing it.,Sat Feb 18 13:31:53 +0000 2017,39353,,187677,FALSE
Twitter for Android,8.33E+17,Looking forward to the Florida rally tomorrow. Big crowd expected!,Sat Feb 18 00:02:58 +0000 2017,14254,,99902,FALSE
Twitter for Android,8.33E+17,"""One of the most effective press conferences I've ever seen!"" says Rush Limbaugh. Many agree.Yet FAKE MEDIA  calls it differently! Dishonest",Fri Feb 17 23:15:56 +0000 2017,21930,,121338,FALSE
Twitter for Android,8.33E+17,The FAKE NEWS media (failing @nytimes @NBCNews @ABC @CBS @CNN) is not my enemy it is the enemy of the American People!,Fri Feb 17 21:48:22 +0000 2017,51185,,161929,FALSE
Twitter for iPhone,8.33E+17,Join me at 11:00am:Watch here: https://t.co/veqKmsGAwf https://t.co/UzndIjIqjM,Fri Feb 17 15:34:14 +0000 2017,10012,,57098,FALSE
Twitter for iPhone,8.33E+17,General Keith Kellogg who I have known for a long time is very much in play for NSA - as are three others.,Fri Feb 17 13:16:22 +0000 2017,11049,,70268,FALSE
Twitter for Android,8.33E+17,Thank you for all of the nice statements on the Press Conference yesterday. Rush Limbaugh said one of greatest ever. Fake media not happy!,Fri Feb 17 11:43:10 +0000 2017,26576,,152073,FALSE
Twitter for Android,8.33E+17,Going to Charleston South Carolina in order to spend time with Boeing and talk jobs! Look forward to it.,Fri Feb 17 11:38:20 +0000 2017,14454,,99925,FALSE
Twitter for Android,8.33E+17,Despite the long delays by the Democrats in finally approving Dr. Tom Price the repeal and replacement of ObamaCare is moving fast!,Fri Feb 17 10:13:32 +0000 2017,17374,,103842,FALSE
Twitter for iPhone,8.32E+17,'Trump signs bill undoing Obama coal mining rule' https://t.co/yMfT5r5RGh,Thu Feb 16 23:44:54 +0000 2017,18865,,94483,FALSE
Twitter for Android,8.32E+17,The Democrats had to come up with a story as to why they lost the election and so badly (306) so they made up a story - RUSSIA. Fake news!,Thu Feb 16 14:39:52 +0000 2017,27133,,122206,FALSE
Twitter for Android,8.32E+17,"FAKE NEWS media which makes up stories and ""sources"" is far more effective than the discredited Democrats - but they are fading fast!",Thu Feb 16 14:10:49 +0000 2017,20026,,100140,FALSE
Twitter for Android,8.32E+17,The spotlight has finally been put on the low-life leakers! They will be caught!,Thu Feb 16 12:02:59 +0000 2017,25373,,127193,FALSE
Twitter for Android,8.32E+17,Leaking and even illegal classified leaking has been a big problem in Washington for years. Failing @nytimes (and others) must apologize!,Thu Feb 16 11:58:43 +0000 2017,17240,,90489,FALSE
Twitter for Android,8.32E+17,Stock market hits new high with longest winning streak in decades. Great level of confidence and optimism - even before tax plan rollout!,Thu Feb 16 11:34:46 +0000 2017,23829,,128816,FALSE
Twitter for iPhone,8.32E+17,Venezuela should allow Leopoldo Lopez a political prisoner &amp; husband of @liliantintori (just met w/ @marcorubio) o… https://t.co/HhgE51dtSN,Wed Feb 15 23:59:26 +0000 2017,54269,,111089,FALSE
Twitter for iPhone,8.32E+17,Aetna CEO: Obamacare in 'Death Spiral' #RepealAndReplace https://t.co/dmHL7xIEQv,Wed Feb 15 21:34:05 +0000 2017,14682,,59232,FALSE
Twitter for iPhone,8.32E+17,Join me in Florida this Saturday at 5pm for a rally at the Orlando-Melbourne International Airport!Tickets:… https://t.co/OigfXFECPp,Wed Feb 15 19:45:16 +0000 2017,17982,,72788,FALSE
Twitter for iPhone,8.32E+17,Welcome to the United States @IsraeliPM Benjamin &amp; Sara!#ICYMI????????Joint Press Conference: https://t.co/GN6ALWUusN https://t.co/bH60nBL5FP,Wed Feb 15 19:17:59 +0000 2017,14328,,75123,FALSE
Twitter for iPhone,8.32E+17,Great listening session with CEO's of the Retail Industry Leaders Association this morning! https://t.co/sy6xJcWfcF,Wed Feb 15 16:34:27 +0000 2017,10777,,66666,FALSE
Twitter for Android,8.32E+17,"The real scandal here is that classified information is illegally given out by ""intelligence"" like candy. Very un-American!",Wed Feb 15 13:13:10 +0000 2017,28858,,127600,FALSE
Twitter for Android,8.32E+17,Crimea was TAKEN by Russia during the Obama Administration. Was Obama too soft on Russia?,Wed Feb 15 12:42:20 +0000 2017,25557,,101591,FALSE
Twitter for Android,8.32E+17,"Thank you to Eli Lake of The Bloomberg View - ""The NSA &amp; FBI...should not interfere in our politics...and is"" Very serious situation for USA",Wed Feb 15 12:28:37 +0000 2017,16480,,78401,FALSE
Twitter for Android,8.32E+17,Information is being illegally given to the failing @nytimes &amp; @washingtonpost by the intelligence community (NSA and FBI?).Just like Russia,Wed Feb 15 12:19:18 +0000 2017,21303,,81110,FALSE
Twitter for Android,8.32E+17,This Russian connection non-sense is merely an attempt to cover-up the many mistakes made in Hillary Clinton's losing campaign.,Wed Feb 15 12:08:12 +0000 2017,27735,,118908,FALSE
Twitter for Android,8.32E+17,The fake news media is going crazy with their conspiracy theories and blind hatred. @MSNBC &amp; @CNN are unwatchable. @foxandfriends is great!,Wed Feb 15 11:40:32 +0000 2017,26065,,105383,FALSE
Twitter for iPhone,8.32E+17,Obamacare continues to fail. Humana to pull out in 2018. Will repeal replace &amp; save healthcare for ALL Americans. https://t.co/glWEQ0lNR4,Tue Feb 14 22:50:33 +0000 2017,18025,,88610,FALSE
Twitter for iPhone,8.32E+17,'Remarks by President Trump at Signing of H.J. Resolution 41'https://t.co/Q3MoCGAc54 https://t.co/yGDDTKm9Br,Tue Feb 14 21:48:10 +0000 2017,8578,,46484,FALSE
Twitter for iPhone,8.32E+17,Great parent-teacher listening session this morning with @VP Pence &amp; @usedgov Secretary @BetsyDeVos. Watch:… https://t.co/nuLTs513Ot,Tue Feb 14 20:21:59 +0000 2017,11427,,59488,FALSE
Twitter for Android,8.32E+17,The real story here is why are there so many illegal leaks coming out of Washington? Will these leaks be happening as I deal on N.Korea etc?,Tue Feb 14 14:28:54 +0000 2017,26781,,112323,FALSE
Twitter for iPhone,8.31E+17,Congratulations to our new #VASecretary Dr. David Shulkin. Time to take care of Veterans who have fought to protect… https://t.co/FNewjbHuw4,Tue Feb 14 03:30:45 +0000 2017,16369,,91580,FALSE
Twitter for iPhone,8.31E+17,Congratulations Treasury Secretary Steven Mnuchin! #ICYMI- watch here: https://t.co/RPsmw4yD7y https://t.co/K8tWLlXiYK,Tue Feb 14 02:57:05 +0000 2017,10987,,64463,FALSE
Twitter for iPhone,8.31E+17,Wonderful meeting with Canadian PM @JustinTrudeau and a group of leading CEO's &amp; business women from Canada????and th… https://t.co/wAoCOaYeZ6,Mon Feb 13 18:50:57 +0000 2017,15557,,86058,FALSE
Twitter for iPhone,8.31E+17,Welcome to the @WhiteHouse Prime Minister @JustinTrudeau! https://t.co/WKgF8Zo9ri,Mon Feb 13 16:59:06 +0000 2017,13561,,85432,FALSE
Twitter for iPhone,8.31E+17,Today I will meet with Canadian PM Trudeau and a group of leading business women to discuss women in the workforce. https://t.co/bFAHPRXHdP,Mon Feb 13 15:53:08 +0000 2017,11858,,74958,FALSE
Twitter for Android,8.31E+17,Just leaving Florida. Big crowds of enthusiastic supporters lining the road that the FAKE NEWS media refuses to mention. Very dishonest!,Sun Feb 12 22:19:05 +0000 2017,25721,,142623,FALSE
Twitter for iPhone,8.31E+17,Congratulations Stephen Miller- on representing me this morning on the various Sunday morning shows. Great job!,Sun Feb 12 15:41:55 +0000 2017,16179,,103813,FALSE
Twitter for Android,8.31E+17,I know Mark Cuban well. He backed me big-time but I wasn't interested in taking all of his calls.He's not smart enough to run for president!,Sun Feb 12 13:23:18 +0000 2017,15412,,83095,FALSE
Twitter for Android,8.31E+17,After two days of very productive talks Prime Minister Abe is heading back to Japan. L,Sun Feb 12 13:04:49 +0000 2017,13253,,83497,FALSE
Twitter for Android,8.31E+17,While on FAKE NEWS @CNN Bernie Sanders was cut off for using the term fake news to describe the network. They said technical difficulties!,Sun Feb 12 12:14:16 +0000 2017,25219,,114102,FALSE
Twitter for Android,8.31E+17,72% of refugees admitted into U.S. (2/3 -2/11) during COURT BREAKDOWN are from 7 countries: SYRIA IRAQ SOMALIA IRAN SUDAN LIBYA &amp; YEMEN,Sun Feb 12 11:55:10 +0000 2017,22709,,81257,FALSE
Twitter for Android,8.31E+17,The crackdown on illegal criminals is merely the keeping of my campaign promise. Gang members drug dealers &amp; others are being removed!,Sun Feb 12 11:34:45 +0000 2017,29697,,149736,FALSE
Twitter for iPhone,8.31E+17,#ICYMI: Joint Statement with Prime Minister Shinzo Abe on North Korea. https://t.co/qEC87FKB1D,Sun Feb 12 05:02:01 +0000 2017,14822,,62781,FALSE
Twitter for iPhone,8.31E+17,RT @Scavino45: LIVE Joint Statement by President Trump and Prime Minister Shinzo Abe: https://t.co/c3Fe5cUaaS,Sun Feb 12 03:23:13 +0000 2017,4848,,0,TRUE
Twitter for Android,8.31E+17,A working dinner tonight with Prime Minister Abe of Japan and his representatives at the Winter White House (Mar-a-Lago). Very good talks!,Sat Feb 11 23:24:08 +0000 2017,13972,,98387,FALSE
Twitter for iPhone,8.31E+17,Played golf today with Prime Minister Abe of Japan and @TheBig_Easy Ernie Els and had a great time. Japan is very well represented!,Sat Feb 11 23:15:34 +0000 2017,13422,,84810,FALSE
Twitter for Android,8.31E+17,I am so proud of my daughter Ivanka. To be abused and treated so badly by the media and to still hold her head so high is truly wonderful!,Sat Feb 11 23:00:21 +0000 2017,28688,,209011,FALSE
Twitter for iPhone,8.30E+17,Having a great time hosting Prime Minister Shinzo Abe in the United States! https://t.co/Fvjsac89qS… https://t.co/hKqbMB2aQ9,Sat Feb 11 18:28:31 +0000 2017,17066,,92992,FALSE
Twitter for Android,8.30E+17,Melania and I are hosting Japanese Prime Minister Shinzo Abe and Mrs. Abe at Mar-a-Lago in Palm Beach Fla. They are a wonderful couple!,Sat Feb 11 13:33:53 +0000 2017,17046,,121092,FALSE
Twitter for Android,8.30E+17,...design or negotiations yet. When I do just like with the F-35 FighterJet or the Air Force One Program price will come WAY DOWN!,Sat Feb 11 13:24:32 +0000 2017,13015,,84489,FALSE
Twitter for Android,8.30E+17,I am reading that the great border WALL will cost more than the government originally thought but I have not gotten involved in the.....,Sat Feb 11 13:18:43 +0000 2017,14136,,77760,FALSE
Twitter for Android,8.30E+17,"Our legal system is broken! ""77% of refugees allowed into U.S. since travel reprieve hail from seven suspect countries."" (WT)  SO DANGEROUS!",Sat Feb 11 12:12:51 +0000 2017,23175,,101993,FALSE
Twitter for iPhone,8.30E+17,Heading to Joint Base Andrews on #MarineOne with Prime Minister Shinz? earlier today. https://t.co/4JFhyYdeHO,Fri Feb 10 23:24:51 +0000 2017,41020,,161788,FALSE
Twitter for Android,8.30E+17,"The failing @nytimes does major FAKE NEWS China story saying ""Mr.Xi has not spoken to Mr. Trump since Nov.14."" We spoke at length yesterday!",Fri Feb 10 13:35:50 +0000 2017,23946,,107906,FALSE
Twitter for Android,8.30E+17,"LAWFARE: ""Remarkably in the entire opinion the panel did not bother even to cite this (the) statute."" A disgraceful decision!",Fri Feb 10 13:15:27 +0000 2017,17688,,89993,FALSE
Twitter for Android,8.30E+17,SEE YOU IN COURT THE SECURITY OF OUR NATION IS AT STAKE!,Thu Feb 09 23:35:49 +0000 2017,67009,,238302,FALSE
Twitter for iPhone,8.30E+17,Join us live in the Oval Office for the swearing in of our new Attorney General @SenatorSessions!LIVE:… https://t.co/QeW6vjog4A,Thu Feb 09 15:58:01 +0000 2017,10850,,71732,FALSE
Twitter for Android,8.30E+17,"..Ryan died on a winning mission ( according to General Mattis) not a ""failure."" Time for the U.S. to get smart and start winning again!",Thu Feb 09 13:52:31 +0000 2017,15028,,91888,FALSE
Twitter for Android,8.30E+17,...long he doesn't know how to win anymore just look at the mess our country is in - bogged down in conflict all over the place. Our hero..,Thu Feb 09 13:31:59 +0000 2017,11896,,68591,FALSE
Twitter for Android,8.30E+17,Sen. McCain should not be talking about the success or failure of a mission to the media. Only emboldens the enemy! He's been losing so....,Thu Feb 09 13:26:07 +0000 2017,15910,,86468,FALSE
Twitter for Android,8.30E+17,"Chris Cuomo in his interview with Sen. Blumenthal never asked him about his long-term lie about his brave ""service"" in Vietnam. FAKE NEWS!",Thu Feb 09 13:19:08 +0000 2017,15018,,74366,FALSE
Twitter for Android,8.30E+17,Sen.Richard Blumenthal who never fought in Vietnam when he said for years he had (major lie)now misrepresents what Judge Gorsuch told him?,Thu Feb 09 11:57:59 +0000 2017,19519,,85497,FALSE
Twitter for iPhone,8.29E+17,Congratulations to our new Attorney General @SenatorSessions! https://t.co/e0buP1K83z,Thu Feb 09 01:05:53 +0000 2017,32823,,164502,FALSE
Twitter for iPhone,8.29E+17,'Trump administration seen as more truthful than news media'https://t.co/6LmsR5JOSW,Wed Feb 08 22:07:18 +0000 2017,17772,,88677,FALSE
Twitter for iPhone,8.29E+17,'Majority in Leading EU Nations Support Trump-Style Travel Ban' Poll of more than 10000 people in 10 countries...https://t.co/KWsIWhtC9o,Wed Feb 08 21:46:14 +0000 2017,21957,,83673,FALSE
Twitter for iPhone,8.29E+17,'Immigration Ban Is One Of Trump's Most Popular Orders So Far' https://t.co/wAelwuQ4BE,Wed Feb 08 19:39:51 +0000 2017,30658,,123862,FALSE
Twitter for iPhone,8.29E+17,Thank you Brian Krzanich CEO of @Intel. A great investment ($7 BILLION) in American INNOVATION and JOBS!… https://t.co/oicfDsPKHQ,Wed Feb 08 19:22:33 +0000 2017,22210,,98534,FALSE
Twitter for Android,8.29E+17,Big increase in traffic into our country from certain areas while our people are far more vulnerable as we wait for what should be EASY D!,Wed Feb 08 17:41:09 +0000 2017,17686,,89314,FALSE
Twitter for iPhone,8.29E+17,'16 Fake News Stories Reporters Have Run Since Trump Won' https://t.co/0dHld5kiVc,Wed Feb 08 15:54:01 +0000 2017,19239,,64736,FALSE
Twitter for iPhone,8.29E+17,My daughter Ivanka has been treated so unfairly by @Nordstrom. She is a great person -- always pushing me to do the right thing! Terrible!,Wed Feb 08 15:51:01 +0000 2017,27424,,143557,FALSE
Twitter for iPhone,8.29E+17,Thank you to our great Police Chiefs &amp; Sheriffs for your leadership &amp; service. You have a true friend in the… https://t.co/Lysnv8ZR1h,Wed Feb 08 15:23:29 +0000 2017,16302,,90756,FALSE
Twitter for Android,8.29E+17,I will be speaking at 9:00 A.M. today to Police Chiefs and Sheriffs and will be discussing the horrible dangerous and wrong decision.......,Wed Feb 08 13:04:47 +0000 2017,10900,,75606,FALSE
Twitter for Android,8.29E+17,If the U.S. does not win this case as it so obviously should we can never have the security and safety to which we are entitled. Politics!,Wed Feb 08 12:03:18 +0000 2017,22398,,115834,FALSE
Twitter for Android,8.29E+17,It is a disgrace that my full Cabinet is still not in place the longest such delay in the history of our country. Obstruction by Democrats!,Wed Feb 08 01:04:00 +0000 2017,36727,,158588,FALSE
Twitter for iPhone,8.29E+17,An honor having the National Sheriffs' Assoc. join me at the @WhiteHouse. Incredible men &amp; women who protect &amp; serv… https://t.co/1LkhbCNh8L,Tue Feb 07 16:25:13 +0000 2017,18527,,109044,FALSE
Twitter for iPhone,8.29E+17,I don't know Putin have no deals in Russia and the haters are going crazy - yet Obama can make a deal with Iran #1 in terror no problem!,Tue Feb 07 12:11:29 +0000 2017,50939,,189917,FALSE
Twitter for Android,8.29E+17,The threat from radical Islamic terrorism is very real just look at what is happening in Europe and the Middle-East. Courts must act fast!,Tue Feb 07 02:49:28 +0000 2017,32832,,146990,FALSE
Twitter for Android,8.29E+17,The failing @nytimes was forced to apologize to its subscribers for the poor reporting it did on my election win. Now they are worse!,Tue Feb 07 02:33:55 +0000 2017,16569,,92751,FALSE
Twitter for iPhone,8.29E+17,An extended interview from the Super Bowl with @oreillyfactor airs tonight at 8:00 P.M. Enjoy! https://t.co/kZdHqaNTVR,Mon Feb 06 23:33:52 +0000 2017,8135,,54016,FALSE
Twitter for Android,8.29E+17,The failing @nytimes writes total fiction concerning me. They have gotten it wrong for two years and now are making up stories &amp; sources!,Mon Feb 06 16:32:24 +0000 2017,19452,,97530,FALSE
Twitter for Android,8.29E+17,I call my own shots largely based on an accumulation of data and everyone knows it. Some FAKE NEWS media in order to marginalize lies!,Mon Feb 06 12:07:55 +0000 2017,24183,,126460,FALSE
Twitter for Android,8.29E+17,Any negative polls are fake news just like the CNN ABC NBC polls in the election. Sorry people want border security and extreme vetting.,Mon Feb 06 12:01:53 +0000 2017,36584,,163236,FALSE
Twitter for Android,8.28E+17,What an amazing comeback and win by the Patriots. Tom Brady Bob Kraft and Coach B are total winners. Wow!,Mon Feb 06 03:36:54 +0000 2017,73671,,269641,FALSE
Twitter for Android,8.28E+17,Enjoy the #SuperBowl and then we continue: MAKE AMERICA GREAT AGAIN!,Sun Feb 05 22:49:42 +0000 2017,36909,,186539,FALSE
Twitter for Android,8.28E+17,I have instructed Homeland Security to check people coming into our country VERY CAREFULLY. The courts are making the job very difficult!,Sun Feb 05 20:42:33 +0000 2017,28723,,148251,FALSE
Twitter for Android,8.28E+17,Just cannot  believe a judge would put our country in such peril. If something happens blame him and court system. People pouring in. Bad!,Sun Feb 05 20:39:05 +0000 2017,29351,,139361,FALSE
Twitter for Android,8.28E+17,The judge opens up our country to potential terrorists and others that do not have our best interests at heart. Bad people are very happy!,Sun Feb 05 00:48:12 +0000 2017,28342,,130710,FALSE
Twitter for Android,8.28E+17,Interview with @oreillyfactor on Fox Network - 4:00 P.M. (prior to Super Bowl). Enjoy!,Sun Feb 05 00:34:50 +0000 2017,11427,,71503,FALSE
Twitter for Android,8.28E+17,Why aren't the lawyers looking at and using the Federal Court decision in Boston which is at conflict with ridiculous lift ban decision?,Sat Feb 04 23:37:59 +0000 2017,18002,,98313,FALSE
Twitter for Android,8.28E+17,Because the ban was lifted by a judge many very bad and dangerous people may be pouring into our country. A terrible decision,Sat Feb 04 21:44:49 +0000 2017,29651,,138101,FALSE
Twitter for Android,8.28E+17,What is our country coming to when a judge can halt a Homeland Security travel ban and anyone even with bad intentions can come into U.S.?,Sat Feb 04 20:44:07 +0000 2017,33534,,149943,FALSE
Twitter for Android,8.28E+17,MAKE AMERICA GREAT AGAIN!,Sat Feb 04 14:26:10 +0000 2017,66754,,258106,FALSE
Twitter for Android,8.28E+17,After being forced to apologize for its bad and inaccurate coverage of me after winning the election the FAKE NEWS @nytimes is still lost!,Sat Feb 04 13:39:27 +0000 2017,17566,,103654,FALSE
Twitter for Android,8.28E+17,The opinion of this so-called judge which essentially takes law-enforcement away from our country is ridiculous and will be overturned!,Sat Feb 04 13:12:02 +0000 2017,33717,,160447,FALSE
Twitter for Android,8.28E+17,Interesting that certain Middle-Eastern countries agree with the ban. They know if certain people are allowed in it's death &amp; destruction!,Sat Feb 04 13:06:39 +0000 2017,28427,,140864,FALSE
Twitter for Android,8.28E+17,When a country is no longer able to say who can and who cannot  come in &amp; out especially for reasons of safety &amp;.security - big trouble!,Sat Feb 04 12:59:35 +0000 2017,38275,,176635,FALSE
Twitter for Android,8.28E+17,Countries charge U.S. companies taxes or tariffs while the U.S. charges them nothing or little.We should charge them SAME as they charge us!,Sat Feb 04 03:07:47 +0000 2017,27218,,155798,FALSE
Twitter for Android,8.28E+17,"We must keep ""evil"" out of our country!",Fri Feb 03 23:08:38 +0000 2017,45112,,206466,FALSE
Twitter for Android,8.28E+17,A new radical Islamic terrorist has just attacked in Louvre Museum in Paris. Tourists were locked down. France on edge again. GET SMART U.S.,Fri Feb 03 12:51:58 +0000 2017,41925,,165456,FALSE
Twitter for Android,8.27E+17,Professional anarchists thugs and paid protesters are proving the point of the millions of people who voted to MAKE AMERICA GREAT AGAIN!,Fri Feb 03 11:48:16 +0000 2017,42839,,173814,FALSE
Twitter for Android,8.27E+17,Meeting with biggest business leaders this morning. Good jobs are coming back to U.S. health care and tax bills are being crafted NOW!,Fri Feb 03 11:41:11 +0000 2017,19468,,126814,FALSE
Twitter for Android,8.27E+17,Thank you to Prime Minister of Australia for telling the truth about our very civil conversation that FAKE NEWS media lied about. Very nice!,Fri Feb 03 11:34:32 +0000 2017,32824,,150126,FALSE
Twitter for Android,8.27E+17,"Iran is playing with fire - they don't appreciate how ""kind"" President Obama was to them. Not me!",Fri Feb 03 11:28:02 +0000 2017,64472,,174582,FALSE
Twitter for Android,8.27E+17,Yes Arnold Schwarzenegger did a really bad job as Governor of California and even worse on the Apprentice...but at least he tried hard!,Fri Feb 03 11:24:51 +0000 2017,23681,,118235,FALSE
